id,barthez rouge1 p,barthez rouge1 r,barthez rouge1 f1,barthez rouge2 p,barthez rouge2 r,barthez rouge2 f1,barthez rougel p,barthez rougel r,barthez rougel f1,barthez bertscore p,barthez bertscore r,barthez bertscore f1,openassistant rouge1 p,openassistant rouge1 r,openassistant rouge1 f1,openassistant rouge2 p,openassistant rouge2 r,openassistant rouge2 f1,openassistant rougel p,openassistant rougel r,openassistant rougel f1,openassistant bertscore p,openassistant bertscore r,openassistant bertscore f1,chatgpt rouge1 p,chatgpt rouge1 r,chatgpt rouge1 f1,chatgpt rouge2 p,chatgpt rouge2 r,chatgpt rouge2 f1,chatgpt rougel p,chatgpt rougel r,chatgpt rougel f1,chatgpt bertscore p,chatgpt bertscore r,chatgpt bertscore f1
Debate_Data/Macron_lepen_2_Alignmeet/Partie 5 - Ecologie_Energie,0.44333333333333336,0.3778409090909091,0.4079754601226994,0.11371237458193979,0.09686609686609686,0.10461538461538461,0.19333333333333333,0.17008797653958943,0.1809672386895476,0.6931506,0.7162925,0.7006457,0.5851851851851851,0.3147410358565737,0.4093264248704663,0.21641791044776118,0.116,0.15104166666666666,0.26666666666666666,0.14342629482071714,0.18652849740932642,0.7545499,0.72284484,0.7383571,0.639821029082774,0.466557911908646,0.539622641509434,0.17713004484304934,0.316,0.2270114942528736,0.2639821029082774,0.3352272727272727,0.295369211514393,0.7871339,0.7945738,0.79024774
Debate_Data/Macron_lepen_2_Alignmeet/Partie 6 - Techno,0.5241379310344828,0.2923076923076923,0.3753086419753087,0.1388888888888889,0.07722007722007722,0.09925558312655086,0.2689655172413793,0.15,0.1925925925925926,0.6848482,0.68284434,0.6815106,0.43243243243243246,0.34782608695652173,0.38554216867469876,0.12217194570135746,0.13043478260869565,0.12616822429906543,0.21621621621621623,0.17391304347826086,0.19277108433734938,0.7162614,0.7436488,0.72969824,0.41492537313432837,0.6682692307692307,0.5119705340699815,0.18862275449101795,0.30434782608695654,0.23290203327171902,0.22388059701492538,0.3605769230769231,0.27624309392265195,0.71484053,0.7394083,0.72691685
Debate_Data/Macron_lepen_2_Alignmeet/Partie 9 - Laïcité,0.4756756756756757,0.43349753694581283,0.4536082474226804,0.1978319783197832,0.1483739837398374,0.1695702671312427,0.20540540540540542,0.22551928783382788,0.21499292786421498,0.73417515,0.730847,0.7293141,0.508,0.3768545994065282,0.43270868824531517,0.13253012048192772,0.12313432835820895,0.12765957446808512,0.264,0.19584569732937684,0.22487223168654172,0.72034,0.72268593,0.72151107,0.5599250936329588,0.6064908722109533,0.5822784810126582,0.22326454033771106,0.241869918699187,0.2321951219512195,0.24531835205992508,0.2657200811359026,0.2551119766309639,0.78096175,0.7879635,0.78304595
Debate_Data/Macron_lepen_2_Alignmeet/Partie 3 - Retraite,0.480225988700565,0.37610619469026546,0.4218362282878412,0.1643059490084986,0.11812627291242363,0.1374407582938389,0.2231638418079096,0.16056910569105692,0.18676122931442082,0.6910705,0.7345718,0.7070225,0.45054945054945056,0.46458923512747874,0.4574616457461646,0.10192837465564739,0.16666666666666666,0.1264957264957265,0.24175824175824176,0.17886178861788618,0.20560747663551404,0.7425091,0.7596811,0.750997,0.6052631578947368,0.6188340807174888,0.6119733924611974,0.27312775330396477,0.27927927927927926,0.2761692650334076,0.37280701754385964,0.3811659192825112,0.3769401330376941,0.80066353,0.8025291,0.8015953
Debate_Data/Macron_lepen_2_Alignmeet/Partie 8 - Sécurité,0.38545454545454544,0.375886524822695,0.3806104129263913,0.12043795620437957,0.11743772241992882,0.11891891891891893,0.16363636363636364,0.1595744680851064,0.1615798922800718,0.6991894,0.69439876,0.69678587,0.5412844036697247,0.2610619469026549,0.3522388059701493,0.19444444444444445,0.09333333333333334,0.12612612612612611,0.3486238532110092,0.168141592920354,0.22686567164179106,0.7528935,0.7161478,0.73406106,0.5574324324324325,0.7300884955752213,0.6321839080459771,0.30847457627118646,0.40444444444444444,0.35000000000000003,0.36824324324324326,0.4823008849557522,0.41762452107279696,0.8032166,0.8301599,0.816466
Debate_Data/Macron_lepen_2_Alignmeet/Partie 1 - Pouvoir d_achat,0.5163551401869159,0.44377510040160645,0.4773218142548596,0.1686182669789227,0.16981132075471697,0.16921269095182137,0.21728971962616822,0.18674698795180722,0.20086393088552915,0.70227313,0.7376327,0.7095077,0.44798301486199577,0.38294010889292196,0.4129158512720157,0.13404255319148936,0.11454545454545455,0.12352941176470589,0.18259023354564755,0.2023529411764706,0.1919642857142857,0.7313593,0.74257517,0.73503286,0.4581589958158996,0.6908517350157729,0.5509433962264151,0.18867924528301888,0.2848101265822785,0.2269861286254729,0.2698744769874477,0.3035294117647059,0.28571428571428575,0.7994039,0.81491613,0.80708545
Debate_Data/Macron_lepen_2_Alignmeet/Partie 10 - Institutions,0.39662447257383965,0.33451957295373663,0.3629343629343629,0.1440677966101695,0.12142857142857143,0.1317829457364341,0.2109704641350211,0.17793594306049823,0.19305019305019305,0.6409648,0.7124083,0.67237806,0.5326633165829145,0.42231075697211157,0.47111111111111115,0.1919191919191919,0.152,0.16964285714285712,0.2814070351758794,0.22310756972111553,0.24888888888888888,0.7549251,0.74533343,0.7443039,0.44360902255639095,0.6298932384341637,0.5205882352941176,0.1708542713567839,0.272,0.20987654320987653,0.21553884711779447,0.30604982206405695,0.2529411764705882,0.73510325,0.76341337,0.7317421
Debate_Data/Macron_lepen_2_Alignmeet/Partie 7 - Education,0.6118421052631579,0.3576923076923077,0.45145631067961167,0.1848184818481848,0.10789980732177264,0.1362530413625304,0.2631578947368421,0.15384615384615385,0.1941747572815534,0.71797305,0.7219871,0.71997446,0.5822784810126582,0.2866043613707165,0.3841336116910229,0.17197452229299362,0.09642857142857143,0.12356979405034324,0.26582278481012656,0.1494661921708185,0.19134396355353075,0.739179,0.7201894,0.7295606,0.5328467153284672,0.5341463414634147,0.533495736906212,0.18536585365853658,0.18581907090464547,0.18559218559218557,0.24574209245742093,0.24634146341463414,0.24604141291108403,0.76651895,0.7748153,0.77064484
Debate_Data/Zemmour_Pécresse/Pouvoir d_achat,0.47,0.24479166666666666,0.3219178082191781,0.1717171717171717,0.08900523560209424,0.11724137931034484,0.33,0.171875,0.22602739726027396,0.6990521,0.69613963,0.69221383,0.5030674846625767,0.4270833333333333,0.4619718309859155,0.18518518518518517,0.14423076923076922,0.16216216216216214,0.25766871165644173,0.21875,0.23661971830985915,0.7636561,0.7741138,0.7688494,0.3917808219178082,0.807909604519774,0.5276752767527675,0.22252747252747251,0.4602272727272727,0.3,0.2547945205479452,0.484375,0.3339317773788151,0.7497045,0.8037467,0.77578557
Debate_Data/Zemmour_Pécresse/Souveraineté,0.3939393939393939,0.325,0.35616438356164376,0.09923664122137404,0.08176100628930817,0.0896551724137931,0.1893939393939394,0.15625,0.17123287671232879,0.67825377,0.6892885,0.6800272,0.33881578947368424,0.64375,0.44396551724137934,0.15841584158415842,0.3018867924528302,0.2077922077922078,0.17763157894736842,0.3375,0.23275862068965514,0.7227963,0.7674037,0.73942643,0.17416829745596868,0.41013824884792627,0.24450549450549447,0.03529411764705882,0.11320754716981132,0.05381165919282511,0.09393346379647749,0.3,0.14307004470938897,0.66827476,0.6854731,0.67676467
Debate_Data/Zemmour_Pécresse/Réfugiés et XYZ,0.3547486033519553,0.4551971326164875,0.3987441130298273,0.09523809523809523,0.1223021582733813,0.10708661417322833,0.1564245810055866,0.2007168458781362,0.17582417582417584,0.6823468,0.7241873,0.7026447,0.5708812260536399,0.36519607843137253,0.445440956651719,0.16923076923076924,0.10810810810810811,0.13193403298350825,0.2835249042145594,0.18137254901960784,0.22122571001494767,0.7544323,0.7428554,0.7485992,0.48429319371727747,0.4534313725490196,0.46835443037974683,0.15485564304461943,0.21223021582733814,0.1790591805766313,0.21465968586387435,0.2939068100358423,0.24810892586989405,0.74032843,0.739239,0.73978335
Debate_Data/Zemmour_Pécresse/Retraites,0.35714285714285715,0.2795031055900621,0.313588850174216,0.128,0.1,0.11228070175438597,0.20634920634920634,0.16149068322981366,0.18118466898954705,0.6860886,0.6796536,0.67787445,0.44285714285714284,0.38509316770186336,0.4119601328903654,0.12949640287769784,0.1125,0.12040133779264214,0.2714285714285714,0.2360248447204969,0.2524916943521595,0.7366875,0.7447875,0.7407154,0.5560975609756098,0.5533980582524272,0.5547445255474452,0.24509803921568626,0.24390243902439024,0.24449877750611246,0.2731707317073171,0.27184466019417475,0.2725060827250608,0.7634785,0.77401245,0.76870936
Debate_Data/Zemmour_Pécresse/Laïcité,0.3135593220338983,0.24025974025974026,0.2720588235294118,0.11965811965811966,0.038781163434903045,0.058577405857740586,0.1694915254237288,0.12987012987012986,0.14705882352941174,0.67857146,0.6735275,0.67230064,0.3284671532846715,0.5844155844155844,0.42056074766355134,0.08424908424908426,0.1503267973856209,0.107981220657277,0.15693430656934307,0.2792207792207792,0.20093457943925233,0.6907054,0.7344406,0.71157086,0.5582089552238806,0.5165745856353591,0.5365853658536586,0.16167664670658682,0.35294117647058826,0.22176591375770022,0.19402985074626866,0.42207792207792205,0.2658486707566462,0.7805505,0.78323275,0.7756071
Debate_Data/Zemmour_Pécresse/Mauvais_Président,0.39473684210526316,0.391304347826087,0.3930131004366812,0.13274336283185842,0.13513513513513514,0.13392857142857142,0.21929824561403508,0.21739130434782608,0.2183406113537118,0.68688226,0.70882285,0.6976801,0.08415841584158416,0.8439716312056738,0.15305466237942122,0.04600141542816702,0.4642857142857143,0.08370895041854474,0.048797736916548796,0.48936170212765956,0.08874598070739549,0.63535774,0.7292779,0.6761656,0.23366336633663368,0.8368794326241135,0.3653250773993808,0.13690476190476192,0.4928571428571429,0.2142857142857143,0.13267326732673268,0.475177304964539,0.20743034055727555,0.73358977,0.7977572,0.7643291
Debate_Data/Zemmour_Pécresse/OTAN,0.45794392523364486,0.33793103448275863,0.38888888888888895,0.1509433962264151,0.1111111111111111,0.12799999999999997,0.2336448598130841,0.1724137931034483,0.1984126984126984,0.66665506,0.6932766,0.6760885,0.453125,0.49572649572649574,0.47346938775510206,0.1968503937007874,0.21739130434782608,0.2066115702479339,0.2578125,0.28205128205128205,0.2693877551020408,0.76184016,0.76584136,0.7638355,0.256857855361596,0.6866666666666666,0.37386569872958253,0.14,0.4827586206896552,0.2170542635658915,0.16708229426433915,0.46206896551724136,0.2454212454212454,0.7041016,0.7882484,0.74380267
Debate_Data/Zemmour_Pécresse/Ecologie,0.5677966101694916,0.2875536480686695,0.3817663817663817,0.28205128205128205,0.14224137931034483,0.18911174785100288,0.3559322033898305,0.18025751072961374,0.23931623931623933,0.70438504,0.6987861,0.69964105,0.43283582089552236,0.29896907216494845,0.3536585365853659,0.19548872180451127,0.13471502590673576,0.15950920245398773,0.2537313432835821,0.17525773195876287,0.20731707317073172,0.73316795,0.7066956,0.7196884,0.3247011952191235,0.6995708154506438,0.44353741496598637,0.17764471057884232,0.38362068965517243,0.24283765347885403,0.21912350597609562,0.4721030042918455,0.29931972789115646,0.7222632,0.76071906,0.7409925
Debate_Data/Bardella_Panot_Véran/Partie 6 - L_assemblée,0.3902439024390244,0.5109780439121756,0.442523768366465,0.10229007633587786,0.134,0.11601731601731602,0.12804878048780488,0.16766467065868262,0.1452031114952463,0.6866122,0.72850394,0.70321375,0.4219114219114219,0.530791788856305,0.47012987012987006,0.12149532710280374,0.15294117647058825,0.13541666666666666,0.18181818181818182,0.2287390029325513,0.2025974025974026,0.74655545,0.7618101,0.7541056,0.456490727532097,0.6387225548902196,0.5324459234608985,0.17,0.35,0.22884615384615384,0.19686162624821682,0.2754491017964072,0.22961730449251247,0.78403604,0.79323035,0.78860635
Debate_Data/Bardella_Panot_Véran/Partie 7 - Conclusion,0.45871559633027525,0.29239766081871343,0.3571428571428571,0.16666666666666666,0.10588235294117647,0.12949640287769784,0.25688073394495414,0.16374269005847952,0.19999999999999998,0.69865686,0.67960083,0.68899703,0.4603174603174603,0.3411764705882353,0.3918918918918919,0.16,0.11494252873563218,0.13377926421404682,0.23809523809523808,0.17543859649122806,0.20202020202020202,0.7218224,0.69959486,0.7105349,0.33251833740831294,0.6903553299492385,0.4488448844884488,0.15441176470588236,0.37058823529411766,0.2179930795847751,0.20048899755501223,0.4685714285714286,0.2808219178082192,0.70760566,0.7689984,0.73601466
Debate_Data/Bardella_Panot_Véran/Partie 3 - Les Femmes,0.45058139534883723,0.3817733990147783,0.41333333333333333,0.13411078717201166,0.11358024691358025,0.12299465240641712,0.19186046511627908,0.1625615763546798,0.176,0.7018235,0.73263866,0.71690005,0.3292517006802721,0.5960591133004927,0.42418930762489043,0.11852861035422343,0.21481481481481482,0.1527655838454785,0.14829931972789115,0.2684729064039409,0.19106047326906223,0.69888365,0.73394275,0.7159843,0.6628571428571428,0.5043478260869565,0.5728395061728395,0.25287356321839083,0.19213973799126638,0.21836228287841192,0.37714285714285717,0.28695652173913044,0.32592592592592595,0.7889313,0.75980234,0.7740929
Debate_Data/Bardella_Panot_Véran/Partie 2 - Le passage en force,0.4591078066914498,0.4959839357429719,0.4768339768339769,0.16759776536312848,0.16791044776119404,0.16775396085740912,0.2100371747211896,0.21042830540037244,0.21023255813953487,0.71923876,0.7585865,0.73838884,0.39389067524115756,0.607940446650124,0.47804878048780486,0.13848631239935588,0.17303822937625754,0.15384615384615385,0.1495176848874598,0.23076923076923078,0.18146341463414634,0.7456175,0.75443435,0.75,0.559322033898305,0.5798722044728435,0.5694117647058824,0.22376543209876543,0.36069651741293535,0.2761904761904762,0.23266563944530047,0.3746898263027295,0.2870722433460076,0.8018805,0.79800594,0.7999385
"Debate_Data/Bardella_Panot_Véran/Partie 4 - Seniors, obstruction",0.4503424657534247,0.4311475409836066,0.44053601340033505,0.1423670668953688,0.15456238361266295,0.14821428571428572,0.17465753424657535,0.16721311475409836,0.1708542713567839,0.68825215,0.74062496,0.71347874,0.362116991643454,0.5038759689922481,0.4213938411669368,0.1005586592178771,0.14007782101167315,0.11707317073170732,0.1532033426183844,0.2131782945736434,0.17828200972447328,0.7004101,0.7039964,0.7021987,0.5213946117274167,0.6115241635687733,0.562874251497006,0.22380952380952382,0.26256983240223464,0.24164524421593833,0.21553090332805072,0.2527881040892193,0.23267750213857996,0.7584238,0.78542006,0.7716859
Debate_Data/Bardella_Panot_Véran/Partie 1 - Introduction,0.55,0.32038834951456313,0.4049079754601227,0.2605042016806723,0.15121951219512195,0.19135802469135801,0.36666666666666664,0.1752988047808765,0.23719676549865232,0.7305467,0.70236,0.7159073,0.3811881188118812,0.6086956521739131,0.4687975646879756,0.15384615384615385,0.3024390243902439,0.20394736842105265,0.19801980198019803,0.3187250996015936,0.24427480916030533,0.7131366,0.7257217,0.7193742,0.4420131291028446,0.7984189723320159,0.5690140845070423,0.22807017543859648,0.4126984126984127,0.2937853107344633,0.25820568927789933,0.466403162055336,0.33239436619718304,0.72738177,0.7656267,0.7446628
Debate_Data/Bardella_Panot_Véran/Partie 5 - La pénibilité,0.45695364238410596,0.4972972972972973,0.47627264883520276,0.1691542288557214,0.18411552346570398,0.1763180639585134,0.17549668874172186,0.19099099099099098,0.18291630716134596,0.73054105,0.74277914,0.73168814,0.4504950495049505,0.48148148148148145,0.4654731457800511,0.13647642679900746,0.16417910447761194,0.14905149051490518,0.16831683168316833,0.20238095238095238,0.18378378378378382,0.7494128,0.75788665,0.75362587,0.42463235294117646,0.6875,0.525,0.2007366482504604,0.3253731343283582,0.2482915717539863,0.25,0.40476190476190477,0.3090909090909091,0.7830343,0.79538417,0.78873974
Debate_Data/Autain_Attal_Bardella_Ciotti_Aligmneet/Partie 4 - Pénibilité,0.47161572052401746,0.37587006960556846,0.4183344092963202,0.09329446064139942,0.21333333333333335,0.12981744421906694,0.16448326055312956,0.19859402460456943,0.17993630573248406,0.70234495,0.73672074,0.7191223,0.5260586319218241,0.37470997679814383,0.4376693766937669,0.10114192495921696,0.20666666666666667,0.13581599123767799,0.17100977198697068,0.18453427065026362,0.17751479289940827,0.72996706,0.74828684,0.7389423,0.6433878157503715,0.5023201856148491,0.5641693811074918,0.18154761904761904,0.4066666666666667,0.25102880658436216,0.19316493313521546,0.4318936877076412,0.26694045174537984,0.7825104,0.7807683,0.7816384
Debate_Data/Autain_Attal_Bardella_Ciotti_Aligmneet/Partie 2 - Natalité,0.5153664302600472,0.4128787878787879,0.45846477392218715,0.09004739336492891,0.1484375,0.112094395280236,0.1607565011820331,0.17525773195876287,0.16769420468557336,0.70279056,0.7408962,0.7213405,0.47280334728033474,0.4396887159533074,0.4556451612903225,0.15966386554621848,0.09819121447028424,0.12159999999999999,0.17154811715481172,0.18981481481481483,0.18021978021978022,0.70737886,0.71558124,0.7088389,0.5658536585365853,0.5979381443298969,0.581453634085213,0.20048899755501223,0.3813953488372093,0.2628205128205129,0.2146341463414634,0.4074074074074074,0.28115015974440893,0.7957603,0.802637,0.79918385
Debate_Data/Autain_Attal_Bardella_Ciotti_Aligmneet/Partie 1 - Introduction,0.3237704918032787,0.42934782608695654,0.369158878504673,0.102880658436214,0.0880281690140845,0.09487666034155598,0.14344262295081966,0.19021739130434784,0.16355140186915887,0.6671679,0.6911571,0.6787049,0.3638968481375358,0.43197278911564624,0.39502332814930013,0.10919540229885058,0.1296928327645051,0.11856474258970358,0.17765042979942694,0.2108843537414966,0.192846034214619,0.675187,0.7200204,0.6968834,0.3720316622691293,0.7663043478260869,0.5008880994671403,0.14285714285714285,0.34615384615384615,0.20224719101123595,0.20316622691292877,0.49044585987261147,0.2873134328358209,0.7193891,0.7834472,0.7500529
Debate_Data/Autain_Attal_Bardella_Ciotti_Aligmneet/Partie 5 - Conclusion,0.47701149425287354,0.3824884792626728,0.42455242966751916,0.15028901734104047,0.12037037037037036,0.13367609254498714,0.19540229885057472,0.19767441860465115,0.19653179190751444,0.7031494,0.7141353,0.7044856,0.4830508474576271,0.38513513513513514,0.42857142857142855,0.19658119658119658,0.1564625850340136,0.17424242424242423,0.23728813559322035,0.1891891891891892,0.2105263157894737,0.7252865,0.7212559,0.7208088,0.36363636363636365,0.735632183908046,0.4866920152091255,0.16809116809116809,0.34502923976608185,0.22605363984674326,0.2585227272727273,0.5290697674418605,0.3473282442748092,0.73669183,0.79697824,0.7609757
Debate_Data/Autain_Attal_Bardella_Ciotti_Aligmneet/Partie 3 - Les Seniors,0.4131944444444444,0.30512820512820515,0.35103244837758113,0.10104529616724739,0.05823293172690763,0.07388535031847134,0.17708333333333334,0.13076923076923078,0.1504424778761062,0.67464757,0.70171547,0.6879154,0.5058430717863105,0.4495548961424332,0.4760408483896308,0.12876254180602006,0.15461847389558234,0.14051094890510948,0.17863105175292154,0.21442885771543085,0.1948998178506375,0.75726295,0.7529434,0.755097,0.4716666666666667,0.4198813056379822,0.4442700156985871,0.12186978297161936,0.11370716510903427,0.11764705882352941,0.19,0.17729393468118196,0.18342719227674978,0.69474816,0.7259179,0.7096166
Debate_Data/Destaing_Miterrand_1/Partie 1 - Majorité,0.35076252723311546,0.5160256410256411,0.4176394293125811,0.08951965065502183,0.20918367346938777,0.1253822629969419,0.15468409586056645,0.22756410256410256,0.1841763942931258,0.655776,0.6998167,0.67107284,0.2560646900269542,0.48223350253807107,0.3345070422535212,0.062162162162162166,0.11734693877551021,0.08127208480565372,0.1320754716981132,0.24873096446700507,0.17253521126760565,0.67939276,0.7292969,0.68230504,0.3412887828162291,0.7258883248730964,0.46428571428571425,0.1722488038277512,0.3673469387755102,0.234527687296417,0.2171837708830549,0.4619289340101523,0.29545454545454547,0.73460484,0.7576989,0.74597317
